Timestamp,Raw_ADC,NodeMCU_Volts,Sensor_Volts
2026-03-28 09:22:19,150,0.484,0.726
2026-03-28 09:22:29,0,0.0,0.0
2026-03-28 09:22:39,0,0.0,0.0
2026-03-28 09:22:49,0,0.0,0.0
2026-03-28 09:22:59,450,1.452,2.177
2026-03-28 09:23:09,150,0.484,0.726
2026-03-28 09:23:19,0,0.0,0.0
2026-03-28 09:23:29,1023,3.3,4.95
2026-03-28 09:23:39,0,0.0,0.0
2026-03-28 09:23:49,500,1.613,2.419
2026-03-28 09:23:59,0,0.0,0.0
2026-03-28 09:24:09,0,0.0,0.0
2026-03-28 09:24:19,0,0.0,0.0
2026-03-28 09:24:29,50,0.161,0.242
2026-03-28 09:24:39,0,0.0,0.0
2026-03-28 09:24:49,0,0.0,0.0
2026-03-28 09:24:59,0,0.0,0.0
2026-03-28 09:25:09,0,0.0,0.0
2026-03-28 09:25:19,0,0.0,0.0
2026-03-28 09:25:29,250,0.806,1.21
2026-03-28 09:25:39,150,0.484,0.726
2026-03-28 09:25:49,150,0.484,0.726
2026-03-28 09:25:59,0,0.0,0.0
2026-03-28 09:26:09,0,0.0,0.0
2026-03-28 09:26:19,0,0.0,0.0
2026-03-28 09:26:29,0,0.0,0.0
2026-03-28 09:26:39,0,0.0,0.0
2026-03-28 09:26:49,0,0.0,0.0
2026-03-28 09:26:59,150,0.484,0.726
2026-03-28 09:27:09,250,0.806,1.21
2026-03-28 09:27:19,250,0.806,1.21
2026-03-28 09:27:29,0,0.0,0.0
2026-03-28 09:27:39,100,0.323,0.484
2026-03-28 09:27:49,200,0.645,0.968
2026-03-28 09:27:59,200,0.645,0.968
2026-03-28 09:28:09,200,0.645,0.968
2026-03-28 09:28:19,200,0.645,0.968

2026-03-28 10:46:59,0,0.0,0.0
2026-03-28 10:47:09,0,0.0,0.0
2026-03-28 10:47:19,0,0.0,0.0
2026-03-28 10:47:29,0,0.0,0.0
2026-03-28 10:47:39,150,0.484,0.726
2026-03-28 10:47:49,0,0.0,0.0
2026-03-28 10:47:59,300,0.968,1.452
2026-03-28 10:48:09,0,0.0,0.0
2026-03-28 10:48:19,0,0.0,0.0
2026-03-28 10:48:29,1023,3.3,4.95
2026-03-28 10:48:39,0,0.0,0.0
2026-03-28 10:48:49,0,0.0,0.0
2026-03-28 10:48:59,0,0.0,0.0
2026-03-28 10:49:09,0,0.0,0.0
2026-03-28 10:49:19,0,0.0,0.0
2026-03-28 10:59:32,0,0.0,0.0
2026-03-28 10:59:39,0,0.0,0.0
2026-03-28 10:59:49,1023,3.3,4.95
2026-03-28 10:59:59,1023,3.3,4.95
2026-03-28 11:00:09,100,0.323,0.484
2026-03-28 11:00:19,100,0.323,0.484
2026-03-28 11:00:29,0,0.0,0.0
2026-03-28 11:00:39,0,0.0,0.0
2026-03-28 11:00:49,0,0.0,0.0
2026-03-28 11:00:59,50,0.161,0.242
2026-03-28 11:01:09,50,0.161,0.242
2026-03-28 11:01:19,0,0.0,0.0
2026-03-28 11:01:29,0,0.0,0.0
2026-03-28 11:01:39,0,0.0,0.0
2026-03-28 11:01:49,250,0.806,1.21
2026-03-28 11:01:59,200,0.645,0.968
2026-03-28 11:02:09,150,0.484,0.726
2026-03-28 11:02:19,300,0.968,1.452
2026-03-28 11:02:29,0,0.0,0.0
2026-03-28 11:02:39,100,0.323,0.484

2026-03-28 11:11:29,1023,3.3,4.95
2026-03-28 11:11:39,250,0.806,1.21
2026-03-28 11:11:49,200,0.645,0.968
2026-03-28 11:11:59,100,0.323,0.484
2026-03-28 11:12:09,250,0.806,1.21
2026-03-28 11:12:19,250,0.806,1.21
2026-03-28 11:12:29,250,0.806,1.21
2026-03-28 11:12:39,250,0.806,1.21
2026-03-28 11:12:49,250,0.806,1.21
2026-03-28 11:12:59,250,0.806,1.21
2026-03-28 11:13:09,250,0.806,1.21
2026-03-28 11:13:19,250,0.806,1.21
2026-03-28 11:13:29,300,0.968,1.452
2026-03-28 11:13:39,250,0.806,1.21
2026-03-28 11:13:49,300,0.968,1.452
2026-03-28 11:13:59,150,0.484,0.726
2026-03-28 11:14:09,200,0.645,0.968
2026-03-28 11:14:19,250,0.806,1.21
2026-03-28 11:14:29,250,0.806,1.21
2026-03-28 11:14:39,250,0.806,1.21
2026-03-28 11:14:49,300,0.968,1.452
2026-03-28 11:14:59,250,0.806,1.21
2026-03-28 11:15:09,250,0.806,1.21
2026-03-28 11:15:19,250,0.806,1.21
2026-03-28 11:15:29,300,0.968,1.452
2026-03-28 11:15:39,250,0.806,1.21
2026-03-28 11:15:49,250,0.806,1.21
2026-03-28 11:15:59,250,0.806,1.21
2026-03-28 11:16:09,250,0.806,1.21
2026-03-28 11:16:19,250,0.806,1.21
2026-03-28 11:16:29,250,0.806,1.21
2026-03-28 11:16:39,250,0.806,1.21
2026-03-28 11:16:49,300,0.968,1.452
2026-03-28 11:16:59,300,0.968,1.452
2026-03-28 11:17:09,250,0.806,1.21
2026-03-28 11:17:19,300,0.968,1.452
2026-03-28 11:17:29,250,0.806,1.21
2026-03-28 11:17:39,300,0.968,1.452
2026-03-28 11:17:49,300,0.968,1.452
2026-03-28 11:17:59,250,0.806,1.21
2026-03-28 11:18:09,200,0.645,0.968
2026-03-28 11:18:19,300,0.968,1.452
2026-03-28 11:18:29,250,0.806,1.21
2026-03-28 11:18:39,250,0.806,1.21
2026-03-28 11:18:49,250,0.806,1.21
2026-03-28 11:18:59,250,0.806,1.21
2026-03-28 11:19:09,250,0.806,1.21
2026-03-28 11:19:19,250,0.806,1.21
2026-03-28 11:19:29,250,0.806,1.21
2026-03-28 11:19:39,250,0.806,1.21
2026-03-28 11:19:49,100,0.323,0.484
2026-03-28 11:19:59,250,0.806,1.21
2026-03-28 11:20:09,250,0.806,1.21
2026-03-28 11:20:19,250,0.806,1.21
2026-03-28 11:20:29,250,0.806,1.21
2026-03-28 11:20:39,250,0.806,1.21
2026-03-28 11:20:49,250,0.806,1.21
2026-03-28 11:20:59,250,0.806,1.21
2026-03-28 11:21:09,250,0.806,1.21
2026-03-28 11:21:19,250,0.806,1.21
2026-03-28 11:21:29,250,0.806,1.21
2026-03-28 11:21:39,250,0.806,1.21
2026-03-28 11:21:49,250,0.806,1.21
2026-03-28 11:21:59,200,0.645,0.968
2026-03-28 11:22:09,250,0.806,1.21
2026-03-28 11:22:19,300,0.968,1.452
2026-03-28 11:22:29,250,0.806,1.21
2026-03-28 11:22:39,250,0.806,1.21
2026-03-28 11:22:49,150,0.484,0.726
2026-03-28 11:22:59,250,0.806,1.21
2026-03-28 11:23:09,250,0.806,1.21
2026-03-28 11:34:45,0,0.0,0.0
2026-03-28 11:34:52,0,0.0,0.0
2026-03-28 11:35:02,0,0.0,0.0
2026-03-28 11:35:12,0,0.0,0.0
2026-03-28 11:35:22,0,0.0,0.0
2026-03-28 11:35:32,0,0.0,0.0
2026-03-28 11:35:42,0,0.0,0.0
2026-03-28 11:35:52,0,0.0,0.0
2026-03-28 11:36:02,0,0.0,0.0
2026-03-28 11:36:12,0,0.0,0.0
2026-03-28 11:36:22,0,0.0,0.0
2026-03-28 11:36:32,0,0.0,0.0
2026-03-28 11:36:42,0,0.0,0.0
2026-03-28 11:36:52,0,0.0,0.0
2026-03-28 11:37:02,0,0.0,0.0
2026-03-28 11:37:12,0,0.0,0.0
2026-03-28 11:37:22,0,0.0,0.0
2026-03-28 11:37:32,0,0.0,0.0
2026-03-28 11:37:42,0,0.0,0.0
2026-03-28 11:37:52,0,0.0,0.0
2026-03-28 11:38:02,0,0.0,0.0
2026-03-28 11:38:12,0,0.0,0.0
2026-03-28 11:38:22,0,0.0,0.0
2026-03-28 11:38:32,0,0.0,0.0
2026-03-28 11:38:42,0,0.0,0.0
2026-03-28 11:38:52,0,0.0,0.0
2026-03-28 11:39:02,0,0.0,0.0
2026-03-28 11:39:12,0,0.0,0.0
2026-03-28 11:39:22,0,0.0,0.0
2026-03-28 11:39:32,0,0.0,0.0
2026-03-28 11:39:42,0,0.0,0.0
2026-03-28 11:39:52,0,0.0,0.0
2026-03-28 11:40:02,0,0.0,0.0
2026-03-28 11:40:12,0,0.0,0.0
2026-03-28 11:40:22,0,0.0,0.0
2026-03-28 11:40:32,50,0.161,0.242
2026-03-28 11:40:42,400,1.29,1.935
2026-03-28 11:40:52,250,0.806,1.21
2026-03-28 11:41:02,900,2.903,4.355
2026-03-28 11:41:12,200,0.645,0.968
2026-03-28 11:41:22,200,0.645,0.968
2026-03-28 11:41:32,250,0.806,1.21
2026-03-28 11:41:42,200,0.645,0.968
2026-03-28 11:41:52,250,0.806,1.21
2026-03-28 11:42:02,250,0.806,1.21
2026-03-28 11:42:12,200,0.645,0.968
2026-03-28 11:42:22,250,0.806,1.21
2026-03-28 11:42:32,250,0.806,1.21
2026-03-28 11:42:42,150,0.484,0.726
2026-03-28 11:42:52,750,2.419,3.629
2026-03-28 11:43:02,350,1.129,1.694
2026-03-28 11:43:12,400,1.29,1.935
2026-03-28 11:43:22,350,1.129,1.694
2026-03-28 11:43:32,250,0.806,1.21
2026-03-28 11:43:42,300,0.968,1.452
2026-03-28 11:43:52,350,1.129,1.694
2026-03-28 11:44:02,400,1.29,1.935
2026-03-28 11:44:12,400,1.29,1.935
2026-03-28 11:44:22,400,1.29,1.935
2026-03-28 11:44:32,400,1.29,1.935
2026-03-28 11:44:42,400,1.29,1.935
2026-03-28 11:44:52,400,1.29,1.935
2026-03-28 11:45:02,400,1.29,1.935
2026-03-28 11:45:12,450,1.452,2.177
2026-03-28 11:45:22,200,0.645,0.968
2026-03-28 11:45:32,400,1.29,1.935
2026-03-28 11:45:42,350,1.129,1.694
2026-03-28 11:45:52,400,1.29,1.935
2026-03-28 11:46:02,450,1.452,2.177
2026-03-28 11:46:12,400,1.29,1.935
2026-03-28 11:46:22,400,1.29,1.935
2026-03-28 11:46:32,300,0.968,1.452
2026-03-28 11:46:42,400,1.29,1.935
2026-03-28 11:46:52,400,1.29,1.935
2026-03-28 11:47:02,400,1.29,1.935
2026-03-28 11:47:12,300,0.968,1.452
2026-03-28 11:47:22,300,0.968,1.452
2026-03-28 11:47:32,450,1.452,2.177
2026-03-28 11:47:42,400,1.29,1.935
2026-03-28 11:47:52,400,1.29,1.935
2026-03-28 11:48:02,400,1.29,1.935
2026-03-28 11:48:12,400,1.29,1.935
2026-03-28 11:48:22,350,1.129,1.694
2026-03-28 11:48:32,400,1.29,1.935
2026-03-28 11:48:42,400,1.29,1.935
2026-03-28 11:48:52,450,1.452,2.177
2026-03-28 11:49:02,400,1.29,1.935
2026-03-28 11:49:12,400,1.29,1.935
2026-03-28 11:49:22,400,1.29,1.935
2026-03-28 11:49:32,350,1.129,1.694
2026-03-28 11:49:42,450,1.452,2.177
2026-03-28 11:49:52,400,1.29,1.935
2026-03-28 11:50:02,400,1.29,1.935
2026-03-28 11:50:12,400,1.29,1.935
2026-03-28 11:50:22,400,1.29,1.935
2026-03-28 11:50:32,400,1.29,1.935
2026-03-28 11:50:42,400,1.29,1.935
2026-03-28 11:50:52,350,1.129,1.694
2026-03-28 11:51:02,400,1.29,1.935
2026-03-28 11:51:12,350,1.129,1.694
2026-03-28 11:51:22,350,1.129,1.694
2026-03-28 11:51:32,350,1.129,1.694
2026-03-28 11:51:42,400,1.29,1.935
2026-03-28 11:51:52,350,1.129,1.694
2026-03-28 11:52:02,350,1.129,1.694
2026-03-28 11:52:12,200,0.645,0.968
2026-03-28 11:52:22,400,1.29,1.935
2026-03-28 11:52:32,350,1.129,1.694
2026-03-28 11:52:42,400,1.29,1.935
2026-03-28 11:52:52,350,1.129,1.694
2026-03-28 11:53:02,300,0.968,1.452
2026-03-28 11:53:12,350,1.129,1.694
2026-03-28 11:53:22,250,0.806,1.21
2026-03-28 11:53:32,300,0.968,1.452
2026-03-28 11:53:42,300,0.968,1.452
2026-03-28 11:53:52,300,0.968,1.452
2026-03-28 11:54:02,350,1.129,1.694
2026-03-28 11:54:12,300,0.968,1.452
2026-03-28 11:54:22,350,1.129,1.694
2026-03-28 11:54:32,300,0.968,1.452
2026-03-28 11:54:42,300,0.968,1.452
2026-03-28 11:54:52,350,1.129,1.694
2026-03-28 11:55:02,300,0.968,1.452
2026-03-28 11:55:12,200,0.645,0.968
2026-03-28 11:55:22,350,1.129,1.694
2026-03-28 11:55:32,350,1.129,1.694
2026-03-28 11:55:42,350,1.129,1.694
2026-03-28 11:55:52,350,1.129,1.694
2026-03-28 11:56:02,300,0.968,1.452
2026-03-28 11:56:12,350,1.129,1.694
2026-03-28 11:56:22,300,0.968,1.452
2026-03-28 11:56:32,350,1.129,1.694
2026-03-28 11:56:42,350,1.129,1.694
2026-03-28 11:56:52,350,1.129,1.694
2026-03-28 11:57:02,300,0.968,1.452
2026-03-28 11:57:12,300,0.968,1.452
2026-03-28 11:57:22,300,0.968,1.452
2026-03-28 11:57:32,300,0.968,1.452
2026-03-28 11:57:42,350,1.129,1.694
2026-03-28 11:57:52,350,1.129,1.694
2026-03-28 11:58:02,350,1.129,1.694
2026-03-28 11:58:12,250,0.806,1.21
2026-03-28 11:58:22,300,0.968,1.452
2026-03-28 11:58:32,350,1.129,1.694
2026-03-28 11:58:42,350,1.129,1.694
2026-03-28 11:58:52,350,1.129,1.694
2026-03-28 11:59:02,350,1.129,1.694
2026-03-28 11:59:12,350,1.129,1.694
2026-03-28 11:59:22,300,0.968,1.452
2026-03-28 11:59:32,350,1.129,1.694
2026-03-28 11:59:42,350,1.129,1.694
2026-03-28 11:59:52,300,0.968,1.452
2026-03-28 12:00:02,200,0.645,0.968
2026-03-28 12:00:12,300,0.968,1.452
2026-03-28 12:00:22,300,0.968,1.452
2026-03-28 12:00:32,350,1.129,1.694
2026-03-28 12:00:42,350,1.129,1.694
